id,date,type,description,payment_method,bank,value,categories,notes
30054,2023-03-31,DEBITO,anonimizado,PIX,CAIXA,239.0,"Pagamento, VT",anonimizado
30055,2023-03-31,DEBITO,anonimizado,PIX,CAIXA,216.0,"Pagamento, VT",anonimizado
40026,2023-04-05,DEBITO,anonimizado,PIX,CAIXA,523.0,"Pagamento, Contabilidade",anonimizado
40027,2023-04-05,DEBITO,anonimizado,BOLETO,CAIXA,69.0,Taxas,anonimizado
40028,2023-04-06,DEBITO,anonimizado,BOLETO,CAIXA,1123.92,"Pagamento, FGTS",anonimizado
40029,2023-04-06,DEBITO,anonimizado,BOLETO,CAIXA,4078.93,"Pagamento, Aluguel",anonimizado
40030,2023-04-06,DEBITO,anonimizado,TEV,CAIXA,1060.22,"Pagamento, Salário",anonimizado
40031,2023-04-06,DEBITO,anonimizado,TEV,CAIXA,2079.68,"Pagamento, Salário",anonimizado
40032,2023-04-06,DEBITO,anonimizado,PIX,CAIXA,1815.43,"Pagamento, Salário",anonimizado
40033,2023-04-06,DEBITO,anonimizado,PIX,CAIXA,1603.03,"Pagamento, Salário",anonimizado
40034,2023-04-10,CREDITO,anonimizado,TED,CAIXA,9873.73,Recebimento,anonimizado
40035,2023-04-11,DEBITO,anonimizado,PIX,CAIXA,119.64,"Pagamento, Rescisão",anonimizado
40036,2023-04-13,CREDITO,anonimizado,TED,CAIXA,16372.24,Recebimento,anonimizado
40037,2023-04-14,CREDITO,anonimizado,TED,CAIXA,280.0,Recebimento,anonimizado
40038,2023-04-14,CREDITO,anonimizado,TED,CAIXA,320.0,Recebimento,anonimizado
40039,2023-04-14,DEBITO,anonimizado,BOLETO,CAIXA,178.44,"Pagamento, Energia",anonimizado
40040,2023-04-14,DEBITO,anonimizado,BOLETO,CAIXA,52.47,"Pagamento, Energia",anonimizado
40041,2023-04-14,DEBITO,anonimizado,BOLETO,CAIXA,385.15,"Pagamento, Energia",anonimizado
40042,2023-04-14,DEBITO,anonimizado,BOLETO,CAIXA,1638.65,"Pagamento, Cartão",anonimizado
40043,2023-04-14,DEBITO,anonimizado,PIX,CAIXA,350.0,"Pagamento, Vale",anonimizado
40044,2023-04-18,DEBITO,anonimizado,BOLETO,CAIXA,1436.72,"Pagamento, Impostos",anonimizado
40045,2023-04-18,DEBITO,anonimizado,BOLETO,CAIXA,619.53,"Pagamento, Fornecedor",anonimizado
40046,2023-04-19,DEBITO,anonimizado,BOLETO,CAIXA,84.58,"Pagamento, Impostos",anonimizado
40047,2023-04-19,DEBITO,anonimizado,BOLETO,CAIXA,3073.23,"Pagamento, Cartão",anonimizado
40048,2023-04-19,DEBITO,anonimizado,BOLETO,CAIXA,16.68,"Pagamento, Impostos",anonimizado
40049,2023-04-19,DEBITO,anonimizado,BOLETO,CAIXA,2553.58,"Pagamento, Impostos",anonimizado
40050,2023-04-20,CREDITO,anonimizado,TED,CAIXA,430.0,Recebimento,anonimizado
40051,2023-04-20,CREDITO,anonimizado,TED,CAIXA,295.0,Recebimento,anonimizado
40052,2023-04-20,DEBITO,anonimizado,PIX,CAIXA,696.04,"Pagamento, Salário",anonimizado
40053,2023-04-24,CREDITO,anonimizado,TED,CAIXA,2395.0,Recebimento,anonimizado
40054,2023-04-25,DEBITO,anonimizado,BOLETO,CAIXA,147.62,"Pagamento, Saúde",anonimizado
40055,2023-04-25,DEBITO,anonimizado,BOLETO,CAIXA,149.9,"Pagamento, Telecomunicações",anonimizado
40056,2023-04-25,DEBITO,anonimizado,BOLETO,CAIXA,123.6,"Pagamento, Telecomunicações",anonimizado
40057,2023-04-25,DEBITO,anonimizado,BOLETO,CAIXA,57.61,"Pagamento, Telecomunicações",anonimizado
40058,2023-04-27,DEBITO,anonimizado,BOLETO,CAIXA,266.94,"Pagamento, VT",anonimizado
40059,2023-04-27,DEBITO,anonimizado,BOLETO,CAIXA,654.26,"Pagamento, Fornecedor",anonimizado
40060,2023-04-27,DEBITO,anonimizado,BOLETO,CAIXA,850.1,"Pagamento, Fornecedor",anonimizado
40061,2023-04-27,DEBITO,anonimizado,PIX,CAIXA,264.0,"Pagamento, VT",anonimizado
40062,2023-04-28,DEBITO,anonimizado,PIX,CAIXA,264.0,"Pagamento, VT",anonimizado
40063,2023-04-28,DEBITO,anonimizado,PIX,CAIXA,252.0,"Pagamento, VT",anonimizado
40064,2023-04-28,DEBITO,anonimizado,BOLETO,CAIXA,1200.0,"Pagamento, Refeição",anonimizado
50026,2023-05-02,CREDITO,anonimizado,PIX,CAIXA,455.0,Recebimento,anonimizado
50027,2023-05-02,DEBITO,anonimizado,BOLETO,CAIXA,619.52,"Pagamento, Fornecedor",anonimizado
50028,2023-05-04,DEBITO,anonimizado,PIX,CAIXA,523.0,"Pagamento, Contabilidade",anonimizado
50029,2023-05-05,DEBITO,anonimizado,TEV,CAIXA,1645.4,"Pagamento, Salário",anonimizado
50030,2023-05-05,DEBITO,anonimizado,TEV,CAIXA,2036.2,"Pagamento, Salário",anonimizado
50031,2023-05-05,DEBITO,anonimizado,PIX,CAIXA,594.37,"Pagamento, Salário",anonimizado
50032,2023-05-05,DEBITO,anonimizado,PIX,CAIXA,1603.03,"Pagamento, Salário",anonimizado
50033,2023-05-05,DEBITO,anonimizado,PIX,CAIXA,1335.0,"Pagamento, Pro-Labore",anonimizado
50034,2023-05-05,DEBITO,anonimizado,PIX,CAIXA,1335.0,"Pagamento, Pro-Labore",anonimizado
50035,2023-05-05,DEBITO,anonimizado,BOLETO,CAIXA,992.95,"Pagamento, FGTS",anonimizado
50036,2023-05-05,DEBITO,anonimizado,BOLETO,CAIXA,69.0,Taxas,anonimizado
50037,2023-05-08,DEBITO,anonimizado,BOLETO,CAIXA,4707.97,"Pagamento, Aluguel",anonimizado
50038,2023-05-09,CREDITO,anonimizado,TED,CAIXA,785.0,Recebimento,anonimizado
50039,2023-05-10,CREDITO,anonimizado,TED,CAIXA,6468.36,Recebimento,anonimizado
50040,2023-05-15,CREDITO,anonimizado,TED,CAIXA,150.0,Recebimento,anonimizado
50041,2023-05-15,DEBITO,anonimizado,BOLETO,CAIXA,3872.31,"Pagamento, Cartão",anonimizado
50042,2023-05-19,DEBITO,anonimizado,BOLETO,CAIXA,1194.57,"Pagamento, Impostos",anonimizado
50043,2023-05-19,DEBITO,anonimizado,BOLETO,CAIXA,84.58,"Pagamento, Impostos",anonimizado
50044,2023-05-19,DEBITO,anonimizado,BOLETO,CAIXA,10.72,"Pagamento, Impostos",anonimizado
50045,2023-05-19,CREDITO,anonimizado,TED,CAIXA,11602.19,Recebimento,anonimizado
50046,2023-05-22,CREDITO,anonimizado,TED,CAIXA,2185.0,Recebimento,anonimizado
50047,2023-05-23,DEBITO,anonimizado,BOLETO,CAIXA,92.79,"Pagamento, Fornecedor",anonimizado
50048,2023-05-29,DEBITO,anonimizado,BOLETO,CAIXA,242.94,"Pagamento, VT",anonimizado
60001,2023-06-05,CREDITO,anonimizado,TED,CAIXA,630.0,Recebimento,anonimizado
60002,2023-06-05,DEBITO,anonimizado,BOLETO,CAIXA,69.0,Taxas,anonimizado
60003,2023-06-06,CREDITO,anonimizado,TED,CAIXA,200.0,Recebimento,anonimizado
60004,2023-06-06,DEBITO,anonimizado,TEV,CAIXA,1617.4,"Pagamento, Salário",anonimizado
60005,2023-06-06,DEBITO,anonimizado,TEV,CAIXA,1957.64,"Pagamento, Salário",anonimizado
60006,2023-06-06,DEBITO,anonimizado,BOLETO,CAIXA,896.48,"Pagamento, FGTS",anonimizado
60007,2023-06-06,DEBITO,anonimizado,PIX,CAIXA,523.0,"Pagamento, Contabilidade",anonimizado
60008,2023-06-07,DEBITO,anonimizado,BOLETO,CAIXA,4707.97,"Pagamento, Aluguel",anonimizado
60009,2023-06-09,DEBITO,anonimizado,BOLETO,CAIXA,1100.57,"Pagamento, Estagiários",anonimizado
60010,2023-06-12,CREDITO,anonimizado,TED,CAIXA,5314.62,Recebimento,anonimizado
60011,2023-06-13,CREDITO,anonimizado,TED,CAIXA,6841.55,Recebimento,anonimizado
60012,2023-06-16,DEBITO,anonimizado,BOLETO,CAIXA,712.29,"Pagamento, Fornecedor",anonimizado
60013,2023-06-19,DEBITO,anonimizado,TEV,CAIXA,1540.64,"Pagamento, Rescisão",anonimizado
60014,2023-06-19,DEBITO,anonimizado,BOLETO,CAIXA,175.0,"Pagamento, Certificado",anonimizado
60015,2023-06-19,DEBITO,anonimizado,BOLETO,CAIXA,1219.71,"Pagamento, Impostos",anonimizado
60016,2023-06-19,DEBITO,anonimizado,BOLETO,CAIXA,84.58,"Pagamento, Impostos",anonimizado
60017,2023-06-19,DEBITO,anonimizado,BOLETO,CAIXA,2690.29,"Pagamento, Impostos",anonimizado
60018,2023-06-21,CREDITO,anonimizado,TED,CAIXA,5717.5,Recebimento,anonimizado
60019,2023-06-23,DEBITO,anonimizado,BOLETO,CAIXA,123.6,"Pagamento, Telefone",anonimizado
60020,2023-06-23,DEBITO,anonimizado,BOLETO,CAIXA,57.61,"Pagamento, Celular",anonimizado
60021,2023-06-23,DEBITO,anonimizado,BOLETO,CAIXA,149.9,"Pagamento, Telefone",anonimizado
60022,2023-06-23,DEBITO,anonimizado,BOLETO,CAIXA,115.99,"Pagamento, Saúde",anonimizado
60023,2023-06-23,DEBITO,anonimizado,BOLETO,CAIXA,492.34,"Pagamento, Fornecedor",anonimizado
60024,2023-06-23,DEBITO,anonimizado,BOLETO,CAIXA,138.22,"Pagamento, Fornecedor",anonimizado
60025,2023-06-23,DEBITO,anonimizado,BOLETO,CAIXA,654.24,"Pagamento, Fornecedor",anonimizado
60026,2023-06-23,DEBITO,anonimizado,BOLETO,CAIXA,327.41,"Pagamento, Fornecedor",anonimizado
60027,2023-06-26,CREDITO,anonimizado,TED,CAIXA,370.0,Recebimento,anonimizado
60028,2023-06-28,DEBITO,anonimizado,BOLETO,CAIXA,254.94,"Pagamento, VT",anonimizado
60029,2023-06-28,DEBITO,anonimizado,BOLETO,CAIXA,193.14,"Pagamento, Taxas",anonimizado
60030,2023-06-30,CREDITO,anonimizado,PIX,CAIXA,200.0,Recebimento,anonimizado
60031,2023-06-30,DEBITO,anonimizado,BOLETO,CAIXA,1050.0,"Pagamento, Benefícios",anonimizado
70001,2023-07-04,CREDITO,anonimizado,DEPÓSITO,CAIXA,290.0,Recebimento,anonimizado
70002,2023-07-05,DEBITO,anonimizado,BOLETO,CAIXA,69.0,Taxas,anonimizado
70003,2023-07-06,DEBITO,anonimizado,BOLETO,CAIXA,917.24,"Pagamento, FGTS",anonimizado
70004,2023-07-06,DEBITO,anonimizado,TEV,CAIXA,2277.04,"Pagamento, Salário",anonimizado
70005,2023-07-06,DEBITO,anonimizado,PIX,CAIXA,1558.72,Pagamento,anonimizado
70006,2023-07-06,DEBITO,anonimizado,PIX,CAIXA,1603.3,Pagamento,anonimizado
70007,2023-07-06,DEBITO,anonimizado,PIX,CAIXA,523.0,"Pagamento, Contabilidade",anonimizado
70008,2023-07-07,DEBITO,anonimizado,BOLETO,CAIXA,39.76,"Pagamento, Fornecedor",anonimizado
70009,2023-07-07,DEBITO,anonimizado,BOLETO,CAIXA,4707.97,"Pagamento, Aluguel",anonimizado
70010,2023-07-07,DEBITO,anonimizado,BOLETO,CAIXA,1000.38,"Pagamento, Estagiários",anonimizado
70011,2023-07-10,CREDITO,anonimizado,TED,CAIXA,9377.79,Recebimento,anonimizado
70012,2023-07-13,CREDITO,anonimizado,TED,CAIXA,2350.54,Recebimento,anonimizado
70013,2023-07-14,DEBITO,anonimizado,BOLETO,CAIXA,1665.48,"Pagamento, Cartão de Crédito",anonimizado
70014,2023-07-18,CREDITO,anonimizado,PIX,CAIXA,290.0,Recebimento,anonimizado
70015,2023-07-19,DEBITO,anonimizado,BOLETO,CAIXA,2750.96,"Pagamento, Impostos",anonimizado
70016,2023-07-19,DEBITO,anonimizado,BOLETO,CAIXA,84.58,"Pagamento, Impostos",anonimizado
70017,2023-07-19,DEBITO,anonimizado,BOLETO,CAIXA,1174.3,"Pagamento, Impostos",anonimizado
70018,2023-07-21,CREDITO,anonimizado,TED,CAIXA,5666.4,Recebimento,anonimizado
70019,2023-07-24,DEBITO,anonimizado,BOLETO,CAIXA,149.9,"Pagamento, Telefone",anonimizado
70020,2023-07-24,DEBITO,anonimizado,BOLETO,CAIXA,123.6,"Pagamento, Telefone",anonimizado
70021,2023-07-24,DEBITO,anonimizado,BOLETO,CAIXA,64.54,"Pagamento, Celular",anonimizado
70022,2023-07-24,DEBITO,anonimizado,BOLETO,CAIXA,492.34,"Pagamento, Fornecedor",anonimizado
70023,2023-07-24,DEBITO,anonimizado,BOLETO,CAIXA,105.45,"Pagamento, Saúde",anonimizado
70024,2023-07-31,CREDITO,anonimizado,TED,CAIXA,650.0,Recebimento,anonimizado
80001,2023-08-03,CREDITO,anonimizado,TED,CAIXA,440.0,Recebimento,anonimizado
80002,2023-08-04,DEBITO,anonimizado,BOLETO,CAIXA,679.02,"Pagamento, FGTS",anonimizado
80003,2023-08-04,DEBITO,anonimizado,BOLETO,CAIXA,731.63,"Pagamento, Rescisão",anonimizado
80004,2023-08-04,DEBITO,anonimizado,BOLETO,CAIXA,4707.97,"Pagamento, Aluguel",anonimizado
80005,2023-08-04,DEBITO,anonimizado,TEV,CAIXA,2402.08,"Pagamento, Salário",anonimizado
80006,2023-08-04,DEBITO,anonimizado,PIX,CAIXA,1558.72,"Pagamento, Salário",anonimizado
80007,2023-08-04,DEBITO,anonimizado,PIX,CAIXA,1603.3,"Pagamento, Salário",anonimizado
80008,2023-08-04,DEBITO,anonimizado,PIX,CAIXA,1335.0,"Pagamento, Pro-Labore",anonimizado
80009,2023-08-07,DEBITO,anonimizado,BOLETO,CAIXA,69.0,Taxas,anonimizado
80010,2023-08-10,CREDITO,anonimizado,TED,CAIXA,4920.88,Recebimento,anonimizado
80011,2023-08-18,DEBITO,anonimizado,BOLETO,CAIXA,84.58,"Pagamento, Impostos",anonimizado
80012,2023-08-18,DEBITO,anonimizado,BOLETO,CAIXA,1924.85,"Pagamento, Impostos",anonimizado
80013,2023-08-21,CREDITO,anonimizado,PIX,CAIXA,150.0,Recebimento,anonimizado
80014,2023-08-21,CREDITO,anonimizado,TED,CAIXA,6681.42,Recebimento,anonimizado
90001,2023-09-05,DEBITO,anonimizado,BOLETO,CAIXA,69.0,Taxas,anonimizado
90002,2023-09-06,DEBITO,anonimizado,BOLETO,CAIXA,946.43,"Pagamento, FGTS",anonimizado
90003,2023-09-06,DEBITO,anonimizado,TEV,CAIXA,2179.71,"Pagamento, Salário",anonimizado
90004,2023-09-06,DEBITO,anonimizado,PIX,CAIXA,712.14,"Pagamento, Salário",anonimizado
90005,2023-09-06,DEBITO,anonimizado,PIX,CAIXA,1528.72,"Pagamento, Salário",anonimizado
90006,2023-09-06,DEBITO,anonimizado,PIX,CAIXA,1134.62,"Pagamento, Salário",anonimizado
90007,2023-09-11,CREDITO,anonimizado,TED,CAIXA,6325.49,Recebimento,anonimizado
90008,2023-09-12,CREDITO,anonimizado,DINHEIRO,CAIXA,14000.0,Recebimento,anonimizado
90009,2023-09-12,CREDITO,anonimizado,TED,CAIXA,683.63,Recebimento,anonimizado
90010,2023-09-14,CREDITO,anonimizado,TED,CAIXA,1456.0,Recebimento,anonimizado
90011,2023-09-15,DEBITO,anonimizado,PIX,CAIXA,400.0,"Compra, Carro",anonimizado
90012,2023-09-15,DEBITO,anonimizado,PIX,CAIXA,38.22,"Compra, Carro",anonimizado
90013,2023-09-15,DEBITO,anonimizado,PIX,CAIXA,12400.02,"Compra, Carro",anonimizado
90014,2023-09-15,DEBITO,anonimizado,PIX,CAIXA,4161.98,"Compra, Carro",anonimizado
90015,2023-09-19,CREDITO,anonimizado,TED,CAIXA,6680.08,Recebimento,anonimizado
90016,2023-09-20,DEBITO,anonimizado,BOLETO,CAIXA,84.58,"Pagamento, Impostos",anonimizado
90017,2023-09-20,DEBITO,anonimizado,BOLETO,CAIXA,1168.24,"Pagamento, Impostos",anonimizado
90018,2023-09-20,DEBITO,anonimizado,BOLETO,CAIXA,2080.74,"Pagamento, Impostos",anonimizado
90019,2023-09-20,DEBITO,anonimizado,PIX,CAIXA,696.04,"Pagamento, Adiantamento",anonimizado
90020,2023-09-20,DEBITO,anonimizado,PIX,CAIXA,800.0,"Pagamento, Adiantamento",anonimizado
90021,2023-09-21,CREDITO,anonimizado,TED,CAIXA,4845.0,Recebimento,anonimizado
90022,2023-09-21,CREDITO,anonimizado,TED,CAIXA,850.0,Recebimento,anonimizado
90023,2023-09-27,DEBITO,anonimizado,BOLETO,CAIXA,483.03,"Pagamento, Transporte",anonimizado
90024,2023-09-27,DEBITO,anonimizado,BOLETO,CAIXA,42.6,"Taxas, Junta Comercial",anonimizado
90025,2023-09-29,DEBITO,anonimizado,BOLETO,CAIXA,193.14,"Pagamento, Conselho",anonimizado
90026,2023-09-29,DEBITO,anonimizado,BOLETO,CAIXA,1800.0,Benefícios,anonimizado
90027,2023-09-29,DEBITO,anonimizado,PIX,CAIXA,240.0,"Pagamento, Transporte",anonimizado
90028,2023-09-29,DEBITO,anonimizado,PIX,CAIXA,260.0,"Pagamento, Serviços",anonimizado
90029,2023-09-29,DEBITO,anonimizado,PIX,CAIXA,15.0,"Pagamento, Alimentação",anonimizado
90030,2023-09-29,DEBITO,anonimizado,PIX,CAIXA,200.0,Pagamento,anonimizado
90031,2023-09-29,DEBITO,anonimizado,PIX,CAIXA,240.0,"Pagamento, Transporte",anonimizado
100001,2023-10-03,DEBITO,anonimizado,PIX,CAIXA,250.0,"Serviços, Vistoria",anonimizado
100002,2023-10-05,DEBITO,anonimizado,PIX,CAIXA,1800.0,"Serviços, Prestação",anonimizado
100003,2023-10-05,DEBITO,anonimizado,PIX,CAIXA,523.0,"Serviços, Contabilidade",anonimizado
100004,2023-10-05,DEBITO,anonimizado,BOLETO,CAIXA,69.0,Taxas,anonimizado
100005,2023-10-06,DEBITO,anonimizado,TEV,CAIXA,2083.41,"Pagamento, Salário",anonimizado
100006,2023-10-06,DEBITO,anonimizado,PIX,CAIXA,835.64,"Pagamento, Salário",anonimizado
100007,2023-10-06,DEBITO,anonimizado,PIX,CAIXA,1392.28,"Pagamento, Salário",anonimizado
100008,2023-10-06,DEBITO,anonimizado,PIX,CAIXA,1335.0,"Pagamento, Pró-Labore",anonimizado
100009,2023-10-06,DEBITO,anonimizado,PIX,CAIXA,1335.0,"Pagamento, Pró-Labore",anonimizado
100010,2023-10-09,CREDITO,anonimizado,TED,CAIXA,300.0,Recebimento,anonimizado
100011,2023-10-09,DEBITO,anonimizado,BOLETO,CAIXA,955.38,"Pagamento, Estagiários",anonimizado
100012,2023-10-09,DEBITO,anonimizado,BOLETO,CAIXA,39.76,"Serviços, Suprimentos",anonimizado
100013,2023-10-10,CREDITO,anonimizado,TED,CAIXA,2172.2,Recebimento,anonimizado
100014,2023-10-16,CREDITO,anonimizado,PIX,CAIXA,180.0,Recebimento,anonimizado
100015,2023-10-16,CREDITO,anonimizado,PIX,CAIXA,720.0,Recebimento,anonimizado
100016,2023-10-16,DEBITO,anonimizado,BOLETO,CAIXA,955.44,"Saúde, Convênio Médico",anonimizado
100017,2023-10-16,DEBITO,anonimizado,BOLETO,CAIXA,325.62,"Pagamento, Suprimentos",anonimizado
100018,2023-10-20,DEBITO,anonimizado,BOLETO,CAIXA,1192.48,"Pagamento, Impostos",anonimizado
100019,2023-10-20,DEBITO,anonimizado,BOLETO,CAIXA,84.58,"Pagamento, Impostos",anonimizado
100020,2023-10-20,DEBITO,anonimizado,BOLETO,CAIXA,1734.06,"Pagamento, Impostos",anonimizado
100021,2023-10-23,CREDITO,anonimizado,TED,CAIXA,4385.0,Recebimento,anonimizado
100022,2023-10-27,CREDITO,anonimizado,TED,CAIXA,150.0,Recebimento,anonimizado
100023,2023-10-27,CREDITO,anonimizado,TED,CAIXA,4617.58,Recebimento,anonimizado
100024,2023-10-30,DEBITO,anonimizado,BOLETO,CAIXA,447.03,"Pagamento, Transporte",anonimizado
100025,2023-10-30,DEBITO,anonimizado,PIX,CAIXA,400.0,"Serviços, Terceiros",anonimizado
100026,2023-10-30,DEBITO,anonimizado,PIX,CAIXA,1000.0,"Serviços, Consultoria",anonimizado
100027,2023-10-30,DEBITO,anonimizado,BOLETO,CAIXA,193.14,"Pagamento, Conselho",anonimizado
200001,2023-11-01,DEBITO,anonimizado,PIX,CAIXA,240.0,"Transporte, Estagiário",anonimizado
200002,2023-11-01,DEBITO,anonimizado,PIX,CAIXA,300.0,"Serviços, Prestação",anonimizado
200003,2023-11-01,DEBITO,anonimizado,PIX,CAIXA,200.0,"Pagamento, Diversos",anonimizado
200004,2023-11-03,DEBITO,anonimizado,PIX,CAIXA,288.0,"Serviços, Prestação",anonimizado
200005,2023-11-06,DEBITO,anonimizado,BOLETO,CAIXA,69.0,Taxas,anonimizado
200006,2023-11-07,DEBITO,anonimizado,PIX,CAIXA,2000.0,"Serviços, Prestação",anonimizado
200007,2023-11-07,DEBITO,anonimizado,TEV,CAIXA,2302.09,"Pagamento, Salário",anonimizado
200008,2023-11-07,DEBITO,anonimizado,BOLETO,CAIXA,959.29,"Pagamento, Impostos",anonimizado
200009,2023-11-07,DEBITO,anonimizado,PIX,CAIXA,1538.81,"Pagamento, Salário",anonimizado
200010,2023-11-07,DEBITO,anonimizado,PIX,CAIXA,814.33,"Pagamento, Salário",anonimizado
200011,2023-11-07,DEBITO,anonimizado,PIX,CAIXA,523.0,"Serviços, Contabilidade",anonimizado
200012,2023-11-10,CREDITO,anonimizado,TED,CAIXA,5575.38,Recebimento,anonimizado
200013,2023-11-13,CREDITO,anonimizado,DEPÓSITO,CAIXA,120.0,Recebimento,anonimizado
200014,2023-11-20,CREDITO,anonimizado,TED,CAIXA,5722.95,Recebimento,anonimizado
200015,2023-11-20,DEBITO,anonimizado,PIX,CAIXA,696.04,"Pagamento, Salário",anonimizado
200016,2023-11-20,DEBITO,anonimizado,PIX,CAIXA,800.0,"Pagamento, Salário",anonimizado
200017,2023-11-20,DEBITO,anonimizado,BOLETO,CAIXA,1788.79,"Pagamento, Impostos",anonimizado
200018,2023-11-20,DEBITO,anonimizado,BOLETO,CAIXA,1170.72,"Pagamento, Impostos",anonimizado
200019,2023-11-20,DEBITO,anonimizado,BOLETO,CAIXA,84.58,"Pagamento, Impostos",anonimizado
200020,2023-11-21,CREDITO,anonimizado,TED,CAIXA,3707.5,Recebimento,anonimizado
200021,2023-11-30,DEBITO,anonimizado,TEV,CAIXA,1045.0,"Pagamento, Salário",anonimizado
200022,2023-11-30,DEBITO,anonimizado,PIX,CAIXA,362.52,"Pagamento, Salário",anonimizado
200023,2023-11-30,DEBITO,anonimizado,PIX,CAIXA,507.52,"Pagamento, Salário",anonimizado
200024,2023-11-30,DEBITO,anonimizado,PIX,CAIXA,416.66,"Pagamento, Salário",anonimizado
200025,2023-11-30,DEBITO,anonimizado,PIX,CAIXA,870.05,"Pagamento, Salário",anonimizado
200026,2023-11-30,DEBITO,anonimizado,PIX,CAIXA,240.0,"Transporte, Estagiário",anonimizado
200027,2023-11-30,DEBITO,anonimizado,PIX,CAIXA,192.0,"Transporte, Estagiário",anonimizado
200028,2023-11-30,DEBITO,anonimizado,PIX,CAIXA,200.0,"Pagamento, Diversos",anonimizado
300001,2023-12-04,CREDITO,anonimizado,TED,CAIXA,425.0,Recebimento,anonimizado
300002,2023-12-05,DEBITO,anonimizado,BOLETO,CAIXA,69.0,Taxas,anonimizado
300003,2023-12-06,DEBITO,anonimizado,TEV,CAIXA,2545.05,"Pagamento, Salário",anonimizado
300004,2023-12-06,DEBITO,anonimizado,PIX,CAIXA,1558.72,"Pagamento, Salário",anonimizado
300005,2023-12-06,DEBITO,anonimizado,PIX,CAIXA,1486.32,"Pagamento, Salário",anonimizado
300006,2023-12-06,DEBITO,anonimizado,PIX,CAIXA,1722.76,"Pagamento, Salário",anonimizado
300007,2023-12-11,CREDITO,anonimizado,TED,CAIXA,2928.48,Recebimento,anonimizado
300008,2023-12-18,CREDITO,anonimizado,TED,CAIXA,150.0,Recebimento,anonimizado
300009,2023-12-18,CREDITO,anonimizado,TED,CAIXA,300.0,Recebimento,anonimizado
300010,2023-12-18,CREDITO,anonimizado,TED,CAIXA,150.0,Recebimento,anonimizado
300011,2023-12-20,DEBITO,anonimizado,TEV,CAIXA,1187.57,"Pagamento, Salário",anonimizado
300012,2023-12-20,CREDITO,anonimizado,TED,CAIXA,1105.06,Recebimento,anonimizado
300013,2023-12-20,DEBITO,anonimizado,PIX,CAIXA,309.84,"Pagamento, Salário",anonimizado
300014,2023-12-20,DEBITO,anonimizado,PIX,CAIXA,696.04,"Pagamento, Salário",anonimizado
300015,2023-12-20,DEBITO,anonimizado,PIX,CAIXA,575.68,"Pagamento, Salário",anonimizado
300016,2023-12-20,DEBITO,anonimizado,PIX,CAIXA,800.0,"Pagamento, Salário",anonimizado
300017,2023-12-20,DEBITO,anonimizado,PIX,CAIXA,134.14,"Pagamento, Salário",anonimizado
300018,2023-12-20,DEBITO,anonimizado,PIX,CAIXA,134.14,"Pagamento, Salário",anonimizado
300019,2023-12-20,DEBITO,anonimizado,PIX,CAIXA,431.42,"Pagamento, Salário",anonimizado
300020,2023-12-20,DEBITO,anonimizado,PIX,CAIXA,733.56,"Pagamento, Salário",anonimizado
300021,2023-12-20,CREDITO,anonimizado,TED,CAIXA,6678.96,Recebimento,anonimizado
300022,2023-12-21,CREDITO,anonimizado,TED,CAIXA,2917.5,Recebimento,anonimizado
300023,2023-12-28,CREDITO,anonimizado,TED,CAIXA,1884.17,Recebimento,anonimizado
400001,2022-01-05,DEBITO,anonimizado,BOLETO,CAIXA,69.0,Taxas,anonimizado
400002,2022-01-07,CREDITO,anonimizado,TED,CAIXA,5736.61,Recebimento,anonimizado
400003,2022-01-07,DEBITO,anonimizado,BOLETO,CAIXA,164.63,"Pagamento, Transporte",anonimizado
400004,2022-01-07,DEBITO,anonimizado,FGTS,CAIXA,1177.37,"Pagamento, FGTS",anonimizado
400005,2022-01-07,DEBITO,anonimizado,TEV,CAIXA,546.5,"Pagamento, Salário",anonimizado
400006,2022-01-07,DEBITO,anonimizado,TEV,CAIXA,712.0,"Pagamento, Serviços",anonimizado
400007,2022-01-11,CREDITO,anonimizado,TED,CAIXA,5415.0,Recebimento,anonimizado
400008,2022-01-14,CREDITO,anonimizado,TEV,CAIXA,115.0,Recebimento,anonimizado
400009,2022-01-14,CREDITO,anonimizado,TEV,CAIXA,95.0,Recebimento,anonimizado
400010,2022-01-14,DEBITO,anonimizado,BOLETO,CAIXA,104.0,Pagamento,anonimizado
400011,2022-01-14,DEBITO,anonimizado,BOLETO,CAIXA,2649.25,"Pagamento, Cartão",anonimizado
400012,2022-01-14,DEBITO,anonimizado,BOLETO,CAIXA,94.0,Pagamento,anonimizado
400013,2022-01-14,DEBITO,anonimizado,BOLETO,CAIXA,124.58,Pagamento,anonimizado
400014,2022-01-14,DEBITO,anonimizado,BOLETO,CAIXA,236.01,"Pagamento, Energia",anonimizado
400015,2022-01-14,DEBITO,anonimizado,BOLETO,CAIXA,121.14,"Pagamento, Energia",anonimizado
400016,2022-01-14,DEBITO,anonimizado,BOLETO,CAIXA,495.83,"Pagamento, Energia",anonimizado
400017,2022-01-14,DEBITO,anonimizado,PIX,CAIXA,358.85,"Pagamento, Despesas",anonimizado
400018,2022-01-17,DEBITO,anonimizado,BOLETO,CAIXA,105.82,Pagamento,anonimizado
400019,2022-01-18,CREDITO,anonimizado,TED,CAIXA,7188.12,Recebimento,anonimizado
400020,2022-01-19,DEBITO,anonimizado,BOLETO,CAIXA,139.89,Pagamento,anonimizado
